regulator;gene_name;direction;evidence;regulator_gene
Crz1p;XBP1;+;Doc;CRZ1
Gcn4p;XBP1;+;Doc;GCN4
Swi4p;XBP1;+;Doc;SWI4
Msn4p;XBP1;+;Doc;MSN4
Skn7p;XBP1;+;Doc;SKN7
Sfp1p;XBP1;+;Doc;SFP1
Xbp1p;XBP1;+;Doc;XBP1
Gat3p;XBP1;+;Doc;GAT3
Mig3p;XBP1;+;Doc;MIG3
Zap1p;XBP1;+;Doc;ZAP1
Hsf1p;XBP1;+;Doc;HSF1
Cin5p;XBP1;+;Doc;CIN5
Hac1p;XBP1;+;Doc;HAC1
Sut1p;XBP1;+;Doc;SUT1
Rox1p;XBP1;+;Doc;ROX1
Tos8p;XBP1;+;Doc;TOS8
Bas1p;SGA1;+;Doc;BAS1
Pdr3p;SGA1;+;Doc;PDR3
Rpn4p;SGA1;+;Doc;RPN4
Pdr1p;SGA1;+;Doc;PDR1
Yap1p;SGA1;+;Doc;YAP1
Met32p;SGA1;+;Doc;MET32
Msn2p;SGA1;+;Doc;MSN2
Cbf1p;SGA1;+;Doc;CBF1
Met31p;SGA1;+;Doc;MET31
Mot3p;SGA1;+;Doc;MOT3
Gcn4p;SGA1;+;Doc;GCN4
Swi4p;SGA1;+;Doc;SWI4
Msn4p;SGA1;+;Doc;MSN4
Skn7p;SGA1;+;Doc;SKN7
Rme1p;SGA1;+;Doc;RME1
Sfp1p;SGA1;+;Doc;SFP1
Tda9p;SGA1;+;Doc;TDA9
Gat3p;SGA1;+;Doc;GAT3
Sok2p;SGA1;+;Doc;SOK2
Mig1p;SGA1;+;Doc;MIG1
Hsf1p;SGA1;+;Doc;HSF1
Rap1p;SGA1;+;Doc;RAP1
Rsf2p;SGA1;+;Doc;RSF2
Gat4p;SGA1;+;Doc;GAT4
Pho4p;SGA1;+;Doc;PHO4
Yhp1p;SGA1;+;Doc;YHP1
Cin5p;SGA1;+;Doc;CIN5
Hac1p;SGA1;+;Doc;HAC1
Sut1p;SGA1;+;Doc;SUT1
Ino4p;SGA1;+;Doc;INO4
Rgm1p;SGA1;+;Doc;RGM1
Ime1p;SGA1;+;Doc;IME1
Upc2p;SGA1;+;Doc;UPC2
Rox1p;SGA1;+;Doc;ROX1
Tos8p;SGA1;+;Doc;TOS8
Yox1p;SGA1;+;Doc;YOX1
Gis1p;SGA1;+;Doc;GIS1
YPR015C;SGA1;+;Doc;YPR015
Mig3p;PCC1;+;Doc;MIG3
Rpn4p;FYV10;+;Doc;RPN4
Pdr1p;FYV10;+;Doc;PDR1
Met28p;FYV10;+;Doc;MET28
Met32p;FYV10;+;Doc;MET32
Msn2p;FYV10;+;Doc;MSN2
Met31p;FYV10;+;Doc;MET31
Tec1p;FYV10;+;Doc;TEC1
Gcn4p;FYV10;+;Doc;GCN4
Rlm1p;FYV10;+;Doc;RLM1
Msn4p;FYV10;+;Doc;MSN4
Skn7p;FYV10;+;Doc;SKN7
Ste12p;FYV10;+;Doc;STE12
Gat1p;FYV10;+;Doc;GAT1
Fhl1p;FYV10;+;Doc;FHL1
Smp1p;FYV10;+;Doc;SMP1
Mig2p;PRK1;+;Doc;MIG2
Pdr3p;PRK1;+;Doc;PDR3
Rpn4p;PRK1;+;Doc;RPN4
Met28p;PRK1;+;Doc;MET28
Met32p;PRK1;+;Doc;MET32
Cbf1p;PRK1;+;Doc;CBF1
Met31p;PRK1;+;Doc;MET31
Tec1p;PRK1;+;Doc;TEC1
Gcn4p;PRK1;+;Doc;GCN4
Hsf1p;PRK1;+;Doc;HSF1
Rsf2p;PRK1;+;Doc;RSF2
Dal82p;PRK1;+;Doc;DAL82
Sut1p;PRK1;+;Doc;SUT1
Ndt80p;PRK1;+;Doc;NDT80
Rpn4p;LYS12;+;Doc;RPN4
Pdr1p;LYS12;+;Doc;PDR1
Met28p;LYS12;+;Doc;MET28
Met32p;LYS12;+;Doc;MET32
Mss11p;LYS12;+;Doc;MSS11
Rim101p;LYS12;+;Doc;RIM101
Cbf1p;LYS12;+;Doc;CBF1
Cst6p;LYS12;+;Doc;CST6
Tup1p;LYS12;+;Doc;TUP1
Ace2p;LYS12;+;Doc;ACE2
Aft1p;LYS12;+;Doc;AFT1
Rtg3p;LYS12;+;Doc;RTG3
Gcn4p;LYS12;+;Doc;GCN4
Yrr1p;LYS12;+;Doc;YRR1
Sfp1p;LYS12;+;Doc;SFP1
Snf1p;LYS12;+;Doc;SNF1
Sok2p;LYS12;+;Doc;SOK2
Hsf1p;LYS12;+;Doc;HSF1
Rap1p;LYS12;+;Doc;RAP1
Snf2p;LYS12;+;Doc;SNF2
Hac1p;LYS12;+;Doc;HAC1
Gln3p;LYS12;+;Doc;GLN3
Reb1p;LYS12;+;Doc;REB1
Lys14p;LYS12;+;Doc;LYS14
Pdr3p;RSM25;+;Doc;PDR3
Rpn4p;RSM25;+;Doc;RPN4
Pdr1p;RSM25;+;Doc;PDR1
Yap1p;RSM25;+;Doc;YAP1
Met32p;RSM25;+;Doc;MET32
Cbf1p;RSM25;+;Doc;CBF1
Tec1p;RSM25;+;Doc;TEC1
Gcn4p;RSM25;+;Doc;GCN4
Pdr3p;UTP25;+;Doc;PDR3
Pdr1p;UTP25;+;Doc;PDR1
Yap1p;UTP25;+;Doc;YAP1
Met28p;UTP25;+;Doc;MET28
Met32p;UTP25;+;Doc;MET32
Cbf1p;UTP25;+;Doc;CBF1
Cst6p;UTP25;+;Doc;CST6
Tup1p;UTP25;+;Doc;TUP1
Stb5p;UTP25;+;Doc;STB5
Cad1p;UTP25;+;Doc;CAD1
Hap2p;UTP25;+;Doc;HAP2
Sfp1p;UTP25;+;Doc;SFP1
Spt2p;UTP25;+;Doc;SPT2
Sok2p;UTP25;+;Doc;SOK2
Gat1p;UTP25;+;Doc;GAT1
Snf2p;UTP25;+;Doc;SNF2
Sut1p;UTP25;+;Doc;SUT1
YLR278C;UTP25;+;Doc;YLR278
Urc2p;UTP25;+;Doc;URC2
Pdr3p;ICE2;+;Doc;PDR3
Gcr2p;ICE2;+;Doc;GCR2
Rpn4p;ICE2;+;Doc;RPN4
Pdr1p;ICE2;+;Doc;PDR1
Yap1p;ICE2;+;Doc;YAP1
Met32p;ICE2;+;Doc;MET32
Rim101p;ICE2;+;Doc;RIM101
Cst6p;ICE2;+;Doc;CST6
Tup1p;ICE2;+;Doc;TUP1
Cup9p;ICE2;+;Doc;CUP9
Gal4p;ICE2;+;Doc;GAL4
Pip2p;ICE2;+;Doc;PIP2
Spt3p;ICE2;+;Doc;SPT3
Tye7p;ICE2;+;Doc;TYE7
Yap7p;ICE2;+;Doc;YAP7
Ixr1p;ICE2;+;Doc;IXR1
Gcn4p;ICE2;+;Doc;GCN4
Spt10p;ICE2;+;Doc;SPT10
Sfp1p;ICE2;+;Doc;SFP1
Mga2p;ICE2;+;Doc;MGA2
Rsf2p;ICE2;+;Doc;RSF2
Snf2p;ICE2;+;Doc;SNF2
Bas1p;AVT7;+;Doc;BAS1
Pdr3p;AVT7;+;Doc;PDR3
Rpn4p;AVT7;+;Doc;RPN4
Pdr1p;AVT7;+;Doc;PDR1
Yap1p;AVT7;+;Doc;YAP1
Met32p;AVT7;+;Doc;MET32
Aft2p;AVT7;+;Doc;AFT2
Cbf1p;AVT7;+;Doc;CBF1
Cst6p;AVT7;+;Doc;CST6
Ace2p;AVT7;+;Doc;ACE2
Cup9p;AVT7;+;Doc;CUP9
Gal4p;AVT7;+;Doc;GAL4
Hms1p;AVT7;+;Doc;HMS1
Spt3p;AVT7;+;Doc;SPT3
Gcn4p;AVT7;+;Doc;GCN4
Spt2p;AVT7;+;Doc;SPT2
Mcm1p;AVT7;+;Doc;MCM1
Abf1p;AVT7;+;Doc;ABF1
Gat1p;AVT7;+;Doc;GAT1
Gln3p;AVT7;+;Doc;GLN3
Bas1p;AIM19;+;Doc;BAS1
Pdr3p;AIM19;+;Doc;PDR3
Rpn4p;AIM19;+;Doc;RPN4
Pdr1p;AIM19;+;Doc;PDR1
Yap1p;AIM19;+;Doc;YAP1
Met32p;AIM19;+;Doc;MET32
Msn2p;AIM19;+;Doc;MSN2
Cbf1p;AIM19;+;Doc;CBF1
Met31p;AIM19;+;Doc;MET31
Put3p;AIM19;+;Doc;PUT3
Gcn4p;AIM19;+;Doc;GCN4
Msn4p;AIM19;+;Doc;MSN4
Mig3p;AIM19;+;Doc;MIG3
Abf1p;AIM19;+;Doc;ABF1
Sum1p;AIM19;+;Doc;SUM1
Gln3p;AIM19;+;Doc;GLN3
Fhl1p;AIM19;+;Doc;FHL1
Pdr3p;SDS3;+;Doc;PDR3
Rpn4p;SDS3;+;Doc;RPN4
Pdr1p;SDS3;+;Doc;PDR1
Yap1p;SDS3;+;Doc;YAP1
Mss11p;SDS3;+;Doc;MSS11
Cbf1p;SDS3;+;Doc;CBF1
Cst6p;SDS3;+;Doc;CST6
Tup1p;SDS3;+;Doc;TUP1
Tec1p;SDS3;+;Doc;TEC1
Mot3p;SDS3;+;Doc;MOT3
Ste12p;SDS3;+;Doc;STE12
Hsf1p;SDS3;+;Doc;HSF1
Snf2p;SDS3;+;Doc;SNF2
Hap4p;CAB2;+;Doc;HAP4
Pdr3p;CAB2;+;Doc;PDR3
Rpn4p;CAB2;+;Doc;RPN4
Pdr1p;CAB2;+;Doc;PDR1
Yap1p;CAB2;+;Doc;YAP1
Cbf1p;CAB2;+;Doc;CBF1
Cst6p;CAB2;+;Doc;CST6
Ace2p;CAB2;+;Doc;ACE2
Rgt1p;CAB2;+;Doc;RGT1
Rtg3p;CAB2;+;Doc;RTG3
Gcn4p;CAB2;+;Doc;GCN4
Sfp1p;CAB2;+;Doc;SFP1
Sok2p;CAB2;+;Doc;SOK2
Gat1p;CAB2;+;Doc;GAT1
Snf2p;CAB2;+;Doc;SNF2
Pdr3p;AIR1;+;Doc;PDR3
Yap1p;AIR1;+;Doc;YAP1
Met28p;AIR1;+;Doc;MET28
Met32p;AIR1;+;Doc;MET32
Cbf1p;AIR1;+;Doc;CBF1
Ixr1p;AIR1;+;Doc;IXR1
Tec1p;AIR1;+;Doc;TEC1
Gcn4p;AIR1;+;Doc;GCN4
Spt10p;AIR1;+;Doc;SPT10
Stp1p;AIR1;+;Doc;STP1
Pho2p;AIR1;+;Doc;PHO2
Gat1p;AIR1;+;Doc;GAT1
Sut1p;AIR1;+;Doc;SUT1
Gln3p;AIR1;+;Doc;GLN3
Pdr3p;THS1;+;Doc;PDR3
Rpn4p;THS1;+;Doc;RPN4
Yap1p;THS1;+;Doc;YAP1
Met28p;THS1;+;Doc;MET28
Met32p;THS1;+;Doc;MET32
Cst6p;THS1;+;Doc;CST6
Tup1p;THS1;+;Doc;TUP1
Gcr1p;THS1;+;Doc;GCR1
Hap2p;THS1;+;Doc;HAP2
Gcn4p;THS1;+;Doc;GCN4
Skn7p;THS1;+;Doc;SKN7
Spt10p;THS1;+;Doc;SPT10
Sfp1p;THS1;+;Doc;SFP1
Arr1p;THS1;+;Doc;ARR1
Sok2p;THS1;+;Doc;SOK2
Hsf1p;THS1;+;Doc;HSF1
Mcm1p;THS1;+;Doc;MCM1
Rap1p;THS1;+;Doc;RAP1
Snf2p;THS1;+;Doc;SNF2
Bas1p;SEC28;+;Doc;BAS1
Rpn4p;SEC28;+;Doc;RPN4
Pdr1p;SEC28;+;Doc;PDR1
Met28p;SEC28;+;Doc;MET28
Met32p;SEC28;+;Doc;MET32
Aft2p;SEC28;+;Doc;AFT2
Msn2p;SEC28;+;Doc;MSN2
Mss11p;SEC28;+;Doc;MSS11
Cst6p;SEC28;+;Doc;CST6
Tup1p;SEC28;+;Doc;TUP1
Tec1p;SEC28;+;Doc;TEC1
Hog1p;SEC28;+;Doc;HOG1
Rtg3p;SEC28;+;Doc;RTG3
Rlm1p;SEC28;+;Doc;RLM1
Fkh2p;SEC28;+;Doc;FKH2
Msn4p;SEC28;+;Doc;MSN4
Yrr1p;SEC28;+;Doc;YRR1
Mth1p;SEC28;+;Doc;MTH1
Rdr1p;SEC28;+;Doc;RDR1
Spt10p;SEC28;+;Doc;SPT10
Arr1p;SEC28;+;Doc;ARR1
Oaf1p;SEC28;+;Doc;OAF1
Ume1p;SEC28;+;Doc;UME1
Pho4p;SEC28;+;Doc;PHO4
Snf2p;SEC28;+;Doc;SNF2
Hac1p;SEC28;+;Doc;HAC1
Dig1p;SEC28;+;Doc;DIG1
Urc2p;SEC28;+;Doc;URC2
Pdr3p;RPN2;+;Doc;PDR3
Rpn4p;RPN2;+;Doc;RPN4
Pdr1p;RPN2;+;Doc;PDR1
Yap1p;RPN2;+;Doc;YAP1
Met32p;RPN2;+;Doc;MET32
Cst6p;RPN2;+;Doc;CST6
Tup1p;RPN2;+;Doc;TUP1
Hap2p;RPN2;+;Doc;HAP2
Gcn4p;RPN2;+;Doc;GCN4
Zap1p;RPN2;+;Doc;ZAP1
Snf2p;RPN2;+;Doc;SNF2
Met32p;SPO22;+;Doc;MET32
Msn2p;SPO22;+;Doc;MSN2
Rph1p;SPO22;+;Doc;RPH1
Met31p;SPO22;+;Doc;MET31
Ixr1p;SPO22;+;Doc;IXR1
Tec1p;SPO22;+;Doc;TEC1
Crz1p;SPO22;+;Doc;CRZ1
Yap5p;SPO22;+;Doc;YAP5
Gcn4p;SPO22;+;Doc;GCN4
Msn4p;SPO22;+;Doc;MSN4
Cin5p;SPO22;+;Doc;CIN5
Ume6p;SPO22;+;Doc;UME6
Mac1p;SPO22;+;Doc;MAC1
Pdr3p;HOP1;+;Doc;PDR3
Pdr1p;HOP1;+;Doc;PDR1
Yap1p;HOP1;+;Doc;YAP1
Met32p;HOP1;+;Doc;MET32
Msn2p;HOP1;+;Doc;MSN2
Rph1p;HOP1;+;Doc;RPH1
Ixr1p;HOP1;+;Doc;IXR1
Rlm1p;HOP1;+;Doc;RLM1
Msn4p;HOP1;+;Doc;MSN4
Yrr1p;HOP1;+;Doc;YRR1
Rme1p;HOP1;+;Doc;RME1
Ste12p;HOP1;+;Doc;STE12
Mig3p;HOP1;+;Doc;MIG3
Hsf1p;HOP1;+;Doc;HSF1
Abf1p;HOP1;+;Doc;ABF1
Rsf2p;HOP1;+;Doc;RSF2
Hac1p;HOP1;+;Doc;HAC1
Gln3p;HOP1;+;Doc;GLN3
Fhl1p;HOP1;+;Doc;FHL1
Ime1p;HOP1;+;Doc;IME1
Pdr3p;PCI8;+;Doc;PDR3
Rpn4p;PCI8;+;Doc;RPN4
Pdr1p;PCI8;+;Doc;PDR1
Met28p;PCI8;+;Doc;MET28
Cbf1p;PCI8;+;Doc;CBF1
Arg81p;PCI8;+;Doc;ARG81
Bas1p;MAM33;+;Doc;BAS1
Pdr3p;MAM33;+;Doc;PDR3
Rpn4p;MAM33;+;Doc;RPN4
Pdr1p;MAM33;+;Doc;PDR1
Met28p;MAM33;+;Doc;MET28
Met32p;MAM33;+;Doc;MET32
Ecm22p;MAM33;+;Doc;ECM22
Cbf1p;MAM33;+;Doc;CBF1
Met31p;MAM33;+;Doc;MET31
Tup1p;MAM33;+;Doc;TUP1
Gcr1p;MAM33;+;Doc;GCR1
Gcn4p;MAM33;+;Doc;GCN4
Skn7p;MAM33;+;Doc;SKN7
Mga1p;MAM33;+;Doc;MGA1
Mcm1p;MAM33;+;Doc;MCM1
Abf1p;MAM33;+;Doc;ABF1
Yhp1p;MAM33;+;Doc;YHP1
Snf2p;MAM33;+;Doc;SNF2
Fhl1p;MAM33;+;Doc;FHL1
Ifh1p;MAM33;+;Doc;IFH1
Pdr3p;RPS24B;+;Doc;PDR3
Yap1p;RPS24B;+;Doc;YAP1
Met28p;RPS24B;+;Doc;MET28
Met32p;RPS24B;+;Doc;MET32
Cbf1p;RPS24B;+;Doc;CBF1
Cst6p;RPS24B;+;Doc;CST6
Ixr1p;RPS24B;+;Doc;IXR1
Gcr1p;RPS24B;+;Doc;GCR1
Hfi1p;RPS24B;+;Doc;HFI1
Skn7p;RPS24B;+;Doc;SKN7
Spt10p;RPS24B;+;Doc;SPT10
Sfp1p;RPS24B;+;Doc;SFP1
Mga2p;RPS24B;+;Doc;MGA2
Sok2p;RPS24B;+;Doc;SOK2
Rap1p;RPS24B;+;Doc;RAP1
Gat1p;RPS24B;+;Doc;GAT1
Met4p;RPS24B;+;Doc;MET4
Met28p;SEC6;+;Doc;MET28
Met32p;SEC6;+;Doc;MET32
Ino2p;SEC6;+;Doc;INO2
Ixr1p;SEC6;+;Doc;IXR1
Rfx1p;SEC6;+;Doc;RFX1
Tec1p;SEC6;+;Doc;TEC1
Sfp1p;SEC6;+;Doc;SFP1
Com2p;SEC6;+;Doc;COM2
Hap4p;FIS1;+;Doc;HAP4
Pdr3p;FIS1;+;Doc;PDR3
Rpn4p;FIS1;+;Doc;RPN4
Pdr1p;FIS1;+;Doc;PDR1
Yap1p;FIS1;+;Doc;YAP1
Met28p;FIS1;+;Doc;MET28
Met32p;FIS1;+;Doc;MET32
Msn2p;FIS1;+;Doc;MSN2
Tec1p;FIS1;+;Doc;TEC1
Msn4p;FIS1;+;Doc;MSN4
Xbp1p;FIS1;+;Doc;XBP1
Yox1p;FIS1;+;Doc;YOX1
Pdr3p;YRB2;+;Doc;PDR3
Rpn4p;YRB2;+;Doc;RPN4
Pdr1p;YRB2;+;Doc;PDR1
Yap1p;YRB2;+;Doc;YAP1
Met28p;YRB2;+;Doc;MET28
Met32p;YRB2;+;Doc;MET32
Rph1p;YRB2;+;Doc;RPH1
Tec1p;YRB2;+;Doc;TEC1
Gcn4p;YRB2;+;Doc;GCN4
Mig3p;YRB2;+;Doc;MIG3
Fhl1p;YRB2;+;Doc;FHL1
Rpn4p;ARC15;+;Doc;RPN4
Pdr1p;ARC15;+;Doc;PDR1
Yap1p;ARC15;+;Doc;YAP1
Met32p;ARC15;+;Doc;MET32
Mss11p;ARC15;+;Doc;MSS11
Ert1p;ARC15;+;Doc;ERT1
Cbf1p;ARC15;+;Doc;CBF1
Met31p;ARC15;+;Doc;MET31
Tup1p;ARC15;+;Doc;TUP1
Crz1p;ARC15;+;Doc;CRZ1
Rtg3p;ARC15;+;Doc;RTG3
Yrr1p;ARC15;+;Doc;YRR1
Oaf1p;ARC15;+;Doc;OAF1
Snf1p;ARC15;+;Doc;SNF1
Sok2p;ARC15;+;Doc;SOK2
Ume1p;ARC15;+;Doc;UME1
Sum1p;ARC15;+;Doc;SUM1
Snf2p;ARC15;+;Doc;SNF2
Fhl1p;ARC15;+;Doc;FHL1
Pdr3p;SNP1;+;Doc;PDR3
Met28p;SNP1;+;Doc;MET28
Met32p;SNP1;+;Doc;MET32
Gcn4p;SNP1;+;Doc;GCN4
Skn7p;SNP1;+;Doc;SKN7
Gln3p;SNP1;+;Doc;GLN3
Bas1p;SIT1;+;Doc;BAS1
Hap4p;SIT1;+;Doc;HAP4
Mig2p;SIT1;+;Doc;MIG2
Rpn4p;SIT1;+;Doc;RPN4
Pdr1p;SIT1;+;Doc;PDR1
Yap1p;SIT1;+;Doc;YAP1
Met28p;SIT1;+;Doc;MET28
Met32p;SIT1;+;Doc;MET32
Aft2p;SIT1;+;Doc;AFT2
Ecm22p;SIT1;+;Doc;ECM22
Rph1p;SIT1;+;Doc;RPH1
Cbf1p;SIT1;+;Doc;CBF1
Met31p;SIT1;+;Doc;MET31
Cst6p;SIT1;+;Doc;CST6
Stb5p;SIT1;+;Doc;STB5
Aft1p;SIT1;+;Doc;AFT1
Fkh1p;SIT1;+;Doc;FKH1
Mbp1p;SIT1;+;Doc;MBP1
Rfx1p;SIT1;+;Doc;RFX1
Hap2p;SIT1;+;Doc;HAP2
Rtg3p;SIT1;+;Doc;RTG3
Fkh2p;SIT1;+;Doc;FKH2
Zap1p;SIT1;+;Doc;ZAP1
Mcm1p;SIT1;+;Doc;MCM1
Pho4p;SIT1;+;Doc;PHO4
Gat1p;SIT1;+;Doc;GAT1
Snf2p;SIT1;+;Doc;SNF2
Gln3p;SIT1;+;Doc;GLN3
Ume6p;SIT1;+;Doc;UME6
Upc2p;SIT1;+;Doc;UPC2
Rox1p;SIT1;+;Doc;ROX1
Sko1p;SIT1;+;Doc;SKO1
Pdr3p;AVT2;+;Doc;PDR3
Rpn4p;AVT2;+;Doc;RPN4
Pdr1p;AVT2;+;Doc;PDR1
Yap1p;AVT2;+;Doc;YAP1
Met32p;AVT2;+;Doc;MET32
Rph1p;AVT2;+;Doc;RPH1
Met31p;AVT2;+;Doc;MET31
Gcn4p;AVT2;+;Doc;GCN4
Ste12p;AVT2;+;Doc;STE12
Hsf1p;AVT2;+;Doc;HSF1
Rap1p;AVT2;+;Doc;RAP1
Abf1p;AVT2;+;Doc;ABF1
Gat1p;AVT2;+;Doc;GAT1
Gln3p;AVT2;+;Doc;GLN3
Kar4p;AVT2;+;Doc;KAR4
Reb1p;AVT2;+;Doc;REB1
Pdr3p;VHR1;+;Doc;PDR3
Pdr1p;VHR1;+;Doc;PDR1
Yap1p;VHR1;+;Doc;YAP1
Met28p;VHR1;+;Doc;MET28
Met32p;VHR1;+;Doc;MET32
Rph1p;VHR1;+;Doc;RPH1
Met31p;VHR1;+;Doc;MET31
Ixr1p;VHR1;+;Doc;IXR1
Tec1p;VHR1;+;Doc;TEC1
Gcn4p;VHR1;+;Doc;GCN4
Ste12p;VHR1;+;Doc;STE12
Abf1p;VHR1;+;Doc;ABF1
Gat1p;VHR1;+;Doc;GAT1
Cin5p;VHR1;+;Doc;CIN5
Gln3p;VHR1;+;Doc;GLN3
Com2p;VHR1;+;Doc;COM2
Bas1p;RPL34B;+;Doc;BAS1
Pdr3p;RPL34B;+;Doc;PDR3
Yap1p;RPL34B;+;Doc;YAP1
Met32p;RPL34B;+;Doc;MET32
Mss11p;RPL34B;+;Doc;MSS11
Cbf1p;RPL34B;+;Doc;CBF1
Cst6p;RPL34B;+;Doc;CST6
Tup1p;RPL34B;+;Doc;TUP1
Gcr1p;RPL34B;+;Doc;GCR1
Crz1p;RPL34B;+;Doc;CRZ1
Dal81p;RPL34B;+;Doc;DAL81
Rtg3p;RPL34B;+;Doc;RTG3
Uga3p;RPL34B;+;Doc;UGA3
Hfi1p;RPL34B;+;Doc;HFI1
Yrr1p;RPL34B;+;Doc;YRR1
Spt10p;RPL34B;+;Doc;SPT10
Sfp1p;RPL34B;+;Doc;SFP1
Mga2p;RPL34B;+;Doc;MGA2
Spt2p;RPL34B;+;Doc;SPT2
Mig3p;RPL34B;+;Doc;MIG3
Hsf1p;RPL34B;+;Doc;HSF1
Rap1p;RPL34B;+;Doc;RAP1
Pho4p;RPL34B;+;Doc;PHO4
Yhp1p;RPL34B;+;Doc;YHP1
Snf2p;RPL34B;+;Doc;SNF2
Sdd4p;RPL34B;+;Doc;SDD4
Azf1p;RPL34B;+;Doc;AZF1
Urc2p;RPL34B;+;Doc;URC2
Cha4p;RPL34B;+;Doc;CHA4
Met4p;RPL34B;+;Doc;MET4
Ifh1p;RPL34B;+;Doc;IFH1
Bas1p;MMF1;+;Doc;BAS1
Pdr3p;MMF1;+;Doc;PDR3
Rpn4p;MMF1;+;Doc;RPN4
Pdr1p;MMF1;+;Doc;PDR1
Yap1p;MMF1;+;Doc;YAP1
Swi6p;MMF1;+;Doc;SWI6
Rph1p;MMF1;+;Doc;RPH1
Cbf1p;MMF1;+;Doc;CBF1
Met31p;MMF1;+;Doc;MET31
Cst6p;MMF1;+;Doc;CST6
Tup1p;MMF1;+;Doc;TUP1
Stb5p;MMF1;+;Doc;STB5
Aft1p;MMF1;+;Doc;AFT1
Gcr1p;MMF1;+;Doc;GCR1
Mot3p;MMF1;+;Doc;MOT3
Hfi1p;MMF1;+;Doc;HFI1
Gcn4p;MMF1;+;Doc;GCN4
Swi4p;MMF1;+;Doc;SWI4
Spt10p;MMF1;+;Doc;SPT10
Sfp1p;MMF1;+;Doc;SFP1
Mga2p;MMF1;+;Doc;MGA2
Zap1p;MMF1;+;Doc;ZAP1
Hsf1p;MMF1;+;Doc;HSF1
Mcm1p;MMF1;+;Doc;MCM1
Rap1p;MMF1;+;Doc;RAP1
Abf1p;MMF1;+;Doc;ABF1
Yhp1p;MMF1;+;Doc;YHP1
Sum1p;MMF1;+;Doc;SUM1
Snf2p;MMF1;+;Doc;SNF2
Hac1p;MMF1;+;Doc;HAC1
Reb1p;MMF1;+;Doc;REB1
Cha4p;MMF1;+;Doc;CHA4
Pdr3p;DFG10;+;Doc;PDR3
Rpn4p;DFG10;+;Doc;RPN4
Pdr1p;DFG10;+;Doc;PDR1
Met32p;DFG10;+;Doc;MET32
Met31p;DFG10;+;Doc;MET31
Cst6p;DFG10;+;Doc;CST6
Tup1p;DFG10;+;Doc;TUP1
Ino2p;DFG10;+;Doc;INO2
Tec1p;DFG10;+;Doc;TEC1
Gcr1p;DFG10;+;Doc;GCR1
Gcn4p;DFG10;+;Doc;GCN4
Sfp1p;DFG10;+;Doc;SFP1
Ste12p;DFG10;+;Doc;STE12
Abf1p;DFG10;+;Doc;ABF1
Gat1p;DFG10;+;Doc;GAT1
Pdr3p;NEO1;+;Doc;PDR3
Rpn4p;NEO1;+;Doc;RPN4
Pdr1p;NEO1;+;Doc;PDR1
Yap1p;NEO1;+;Doc;YAP1
Met32p;NEO1;+;Doc;MET32
Met31p;NEO1;+;Doc;MET31
Tup1p;NEO1;+;Doc;TUP1
Pip2p;NEO1;+;Doc;PIP2
Rme1p;NEO1;+;Doc;RME1
Abf1p;NEO1;+;Doc;ABF1
Dal82p;NEO1;+;Doc;DAL82
Gat1p;NEO1;+;Doc;GAT1
Rpn4p;CAN1;+;Doc;RPN4
Pdr1p;CAN1;+;Doc;PDR1
Yap1p;CAN1;+;Doc;YAP1
Met32p;CAN1;+;Doc;MET32
Ixr1p;CAN1;+;Doc;IXR1
Gcn4p;CAN1;+;Doc;GCN4
Rap1p;CAN1;+;Doc;RAP1
Gat1p;CAN1;+;Doc;GAT1
Gln3p;CAN1;+;Doc;GLN3
Pdr3p;NPR2;+;Doc;PDR3
Rpn4p;NPR2;+;Doc;RPN4
Pdr1p;NPR2;+;Doc;PDR1
Met28p;NPR2;+;Doc;MET28
Met32p;NPR2;+;Doc;MET32
Cbf1p;NPR2;+;Doc;CBF1
Met31p;NPR2;+;Doc;MET31
Gcn4p;NPR2;+;Doc;GCN4
Ste12p;NPR2;+;Doc;STE12
Rsf2p;NPR2;+;Doc;RSF2
Ndt80p;NPR2;+;Doc;NDT80
Bas1p;CIN8;+;Doc;BAS1
Pdr3p;CIN8;+;Doc;PDR3
Rpn4p;CIN8;+;Doc;RPN4
Yap1p;CIN8;+;Doc;YAP1
Met28p;CIN8;+;Doc;MET28
Met32p;CIN8;+;Doc;MET32
Cbf1p;CIN8;+;Doc;CBF1
Arr1p;CIN8;+;Doc;ARR1
Zap1p;CIN8;+;Doc;ZAP1
Hcm1p;CIN8;+;Doc;HCM1
Oaf3p;CIN8;+;Doc;OAF3
Pdr3p;PRB1;+;Doc;PDR3
Rpn4p;PRB1;+;Doc;RPN4
Pdr1p;PRB1;+;Doc;PDR1
Yap1p;PRB1;+;Doc;YAP1
Met28p;PRB1;+;Doc;MET28
Met32p;PRB1;+;Doc;MET32
Aft2p;PRB1;+;Doc;AFT2
Ash1p;PRB1;+;Doc;ASH1
Msn2p;PRB1;+;Doc;MSN2
Met31p;PRB1;+;Doc;MET31
Gal4p;PRB1;+;Doc;GAL4
Hms1p;PRB1;+;Doc;HMS1
Pip2p;PRB1;+;Doc;PIP2
Rds2p;PRB1;+;Doc;RDS2
Spt3p;PRB1;+;Doc;SPT3
Tye7p;PRB1;+;Doc;TYE7
Yap7p;PRB1;+;Doc;YAP7
Aft1p;PRB1;+;Doc;AFT1
Fkh1p;PRB1;+;Doc;FKH1
Ino2p;PRB1;+;Doc;INO2
