gene_name	0pc_KM-1	0pc_KM-2	0pc_KM-3	0pc_100d-1	0pc_100d-2	0pc_100d-3	4pc_KM-1	4pc_KM-2	4pc_KM-3	4pc_100d-1	4pc_100d-2	4pc_100d-3	6pc_KM-1	6pc_KM-2	6pc_KM-3	6pc_100d-1	6pc_100d-2	6pc_100d-3
KLMA_10238	8701.6366	8153.7617	8822.7832	3993.3346	4816.4294	4812.8468	1771.1166	2058.9607	1712.9481	2704.311	2521.5323	2710.8285	1587.6078	1772.8972	1504.5707	597.51628	525.24256	465.34422
KLMA_10239	0	5.1750201	0	5.0857547	4.5984623	2.8682043	1.1034995	1.7419295	1.0599926	2.1445766	2.0856347	2.2030301	7.5555398	3.6839422	3.3397795	2.4861981	4.224471	2.0499745
KLMA_10241	66.967862	55.890217	40.866134	111.8866	100.24648	106.12356	126.90244	202.06382	390.07729	352.78284	344.12972	317.23633	111.44421	108.67629	156.96964	215.4705	191.50935	206.02244
KLMA_10246	25.112948	32.085125	16.131369	52.891849	72.655704	55.45195	98.211451	139.35436	187.6187	167.27697	165.80796	187.25755	46.277681	49.733219	50.096692	81.215806	73.224165	106.59868
KLMA_10258	185.20799	233.91091	124.74925	373.2944	590.44256	485.68259	638.92618	855.28738	1038.7928	849.25232	844.68205	715.98477	293.72161	281.82158	366.5408	687.01942	663.24195	633.44213
KLMA_10277	519.00093	490.59191	538.78771	144.43543	174.74157	241.88523	107.03945	109.74156	120.83916	92.216792	79.254118	74.903022	350.38816	237.61427	270.52214	261.0508	287.26403	293.14636
KLMA_10296	2540.5933	1524.5609	2890.7412	842.20098	1053.0479	1086.0934	49.657475	43.548237	48.759661	185.50587	137.65189	140.99392	563.83216	383.12999	405.78321	455.80299	581.56884	564.76799
KLMA_10305	367.27687	419.17663	265.62987	318.36825	643.78472	732.34816	518.64474	619.25593	656.13544	851.39689	760.21385	861.38475	612.94317	568.24808	546.05395	812.98679	726.60902	758.49058
KLMA_10312	27.205694	31.050121	18.282218	131.21247	166.46434	175.91653	35.311983	54.870779	101.75929	113.66256	113.66709	104.64393	67.999858	117.88615	141.94063	116.02258	97.162834	96.348804
KLMA_10314	264.73233	215.28084	264.55444	1200.2381	1060.4054	692.1933	705.13615	754.25547	726.09496	663.74644	484.91007	535.3363	499.61007	490.88529	488.44275	855.25216	1025.1383	874.31414
KLMA_10318	89.988065	66.240257	59.148351	62.046208	104.84494	118.55244	67.313467	60.096567	48.759661	83.638486	60.483406	80.410597	121.83308	120.64911	165.31908	111.05018	94.34652	132.22336
KLMA_10324	16.741966	13.455052	5.3771228	106.80085	84.611706	76.485448	4.4139978	23.516048	39.219728	76.132468	49.012415	60.583326	65.166531	93.01954	91.008991	82.873271	90.122049	85.073944
KLMA_10327	21.97383	24.840096	17.206793	185.12147	224.40496	110.9039	51.864474	66.193321	127.19912	101.86739	90.725109	114.55756	66.110973	53.417162	61.785921	121.82371	109.83625	87.123918
KLMA_10329	2585.5873	2878.3462	2676.7317	5387.8486	3693.4849	4216.2603	4096.19	4070.0183	3576.4152	3978.1895	3588.3345	3301.2405	1905.8849	1575.8063	1579.7157	2864.929	2830.3956	2856.6395
KLMA_10346	4.1854914	6.2100241	4.3016983	5.0857547	5.5181548	7.6485448	2.2069989	8.7096474	4.2399706	12.867459	8.3425388	7.7106052	11.33331	4.6049277	10.854283	4.1436636	7.040785	5.1249364
KLMA_10355	1003.4716	900.4535	899.05494	665.21672	1446.6762	1271.5706	2361.4888	2328.0888	1928.1266	2270.0343	3017.9134	2891.4769	747.054	530.48767	501.80187	1008.5677	958.95492	876.36412
KLMA_10358	538.88202	555.79716	224.76373	1306.0218	1056.7266	1090.8737	589.26871	712.44916	1005.933	1118.3967	1161.6985	1111.4287	604.44318	839.01783	1006.1086	729.28478	705.48666	668.2917
KLMA_10359	1123.8044	1490.4058	1128.1204	1676.2648	1547.8424	1518.2361	2885.6511	2969.9898	3264.7773	2563.8413	2676.9121	2526.8755	887.77593	1044.3976	1109.6417	1449.4535	1258.8924	1318.1336
KLMA_10366	145.44583	157.32061	111.84416	190.20723	125.99787	205.55464	118.07444	147.19304	258.6382	161.91553	140.78034	157.51665	103.88867	122.49108	139.43579	129.2823	121.1015	131.19837
KLMA_10367	198.81084	228.73589	116.14585	329.55691	202.33234	243.79736	132.41993	197.709	398.55723	229.46969	234.6339	191.66361	184.16628	211.82668	273.86192	169.06147	147.85649	149.64814
KLMA_10372	118.24013	64.170249	78.505993	58.994755	69.896627	83.177924	112.55694	97.548051	84.799411	137.2529	100.11047	104.64393	169.99965	143.67374	201.22171	113.53638	128.14229	162.97298
KLMA_10393	193.57898	145.93557	125.82467	572.65598	409.26314	302.11752	203.0439	195.96707	236.37836	520.05982	339.95845	464.83934	250.27726	327.87085	331.47311	419.33875	425.26342	443.81949
KLMA_10395	294.03077	315.67623	226.91458	762.86321	486.51731	537.31027	193.1124	188.99935	225.77843	471.80684	412.95567	448.31662	254.05503	336.15972	481.76319	372.92972	394.28396	401.79501
KLMA_10397	74.292472	53.820209	46.243256	511.62693	361.43914	257.18232	80.55546	110.61252	168.53883	249.84317	207.52065	222.50604	101.99979	208.14273	231.27973	175.69133	145.04017	213.19735
KLMA_10405	23.020203	25.875101	26.885614	22.377321	36.787698	55.45195	24.276988	40.064378	34.979757	46.108396	26.070434	31.943936	51.944336	80.125742	72.640204	58.01129	43.652867	114.79857
KLMA_10411	6.2782371	9.3150362	4.3016983	30.514528	40.466468	30.594179	26.483987	82.741651	145.21899	135.10832	186.6643	164.12574	27.388832	45.128292	42.582189	41.436636	42.24471	42.024478
KLMA_10423	0	1.035004	0	2.0343019	0.91969246	0	2.2069989	4.3548237	3.1799779	1.0722883	1.0428173	0	0	0	0	1.6574654	0	2.0499745
KLMA_10429	1653.2691	1632.2013	1609.9106	1599.9784	1873.4135	1993.402	1355.0973	1317.7697	1175.5318	1697.4323	1716.4774	1750.3074	1754.7741	1480.9448	1545.483	2491.1705	2471.3156	2561.4432
KLMA_10435	644.56567	640.66749	816.24725	789.30913	1025.4571	963.71664	379.60381	404.12764	428.23703	657.31271	466.13935	536.43782	1275.9418	1017.689	1052.0305	1198.3475	1170.1785	1232.0347
KLMA_10438	96.266302	102.4654	59.148351	182.07002	270.38958	266.743	17.655991	53.128849	99.639308	104.01196	104.28173	91.425747	89.722035	116.04418	150.29008	113.53638	71.816007	100.44875
KLMA_10440	360.99863	326.02627	353.81468	513.66123	847.95645	792.58045	773.55312	843.96484	838.45418	804.21621	811.3119	971.53625	325.83265	264.32285	243.8039	483.15117	505.52837	423.31974
KLMA_10443	55.457761	72.450281	45.167832	42.72034	57.940625	49.715541	23.173489	29.612801	38.159735	34.313225	47.969598	42.959086	72.72207	62.627017	80.989653	37.292972	30.979454	48.174402
KLMA_10463	995.10058	923.22359	787.21078	470.94089	948.20293	1153.0181	549.54273	369.28905	495.01656	189.79503	149.12288	135.48635	634.66534	632.71707	634.5581	500.55456	485.81417	579.11781
KLMA_10467	87.895319	58.995229	92.486513	254.28774	206.01111	199.81823	35.311983	36.580519	39.219728	76.132468	67.783127	67.192417	117.11087	155.64656	191.20238	158.28795	136.59123	176.29781
KLMA_10472	4.1854914	1.035004	2.1508491	22.377321	25.751389	26.769907	27.587486	38.322449	31.799779	35.385513	25.027616	28.639391	8.4999823	23.024639	28.388126	29.834378	38.020239	30.749618
KLMA_10486	216.59918	243.22594	244.12138	45.771793	92.888938	87.958265	342.08483	299.61187	311.63784	337.77081	413.99849	410.8651	666.77639	695.34409	668.79084	445.8582	432.3042	420.24478
KLMA_10489	167.41966	154.2156	113.995	483.1467	379.83299	309.76606	347.60233	472.06289	483.35664	529.71041	626.73322	501.18934	409.88803	316.81903	287.22104	599.17375	446.38577	515.5686
KLMA_10494	79.524336	74.520289	73.128871	258.35634	195.89449	169.22405	33.104984	47.903061	66.779536	78.277044	67.783127	47.365146	119.94419	197.09091	267.18236	145.02822	142.22386	168.09791
KLMA_10497	1350.8673	1244.0748	1291.5849	1409.7712	1594.7467	1684.592	1214.9529	1607.8009	1833.7873	1966.5767	2111.7051	1873.6771	1852.9961	1942.3585	1862.762	1746.1398	1601.0745	1837.8022
KLMA_10502	29.29844	35.190137	22.583916	199.36159	165.54464	173.04833	33.104984	56.612708	156.87891	152.26494	161.63669	128.87726	115.22198	167.61937	212.076	186.46486	170.387	147.59817
KLMA_10515	182.06888	345.69134	130.12637	668.26817	469.04315	461.78089	258.21887	249.96688	317.99779	431.05989	464.05372	388.8348	291.83272	475.22854	583.62647	365.47113	342.18215	347.47069
KLMA_10517	81.617082	78.660306	104.31618	308.19674	294.30159	304.02965	93.797454	92.322263	152.63894	131.89146	137.65189	127.77574	291.83272	251.42905	263.84258	261.0508	305.57007	329.02091
KLMA_10520	46.040405	102.4654	52.695804	138.33253	56.10124	86.046129	145.66193	210.77347	186.5587	216.60223	141.82316	156.41513	472.22124	477.07051	659.60645	280.94039	254.87642	284.94646
KLMA_10523	108.82278	109.71043	72.053446	170.88136	174.74157	225.63207	232.83838	227.3218	250.15826	121.16858	113.66709	100.23787	128.44418	139.9898	108.54283	272.65306	260.50905	208.07242
KLMA_10525	56.504134	69.345269	33.338162	86.45783	132.43571	137.67381	46.346977	76.644898	103.87928	109.3734	99.067648	88.121202	90.666477	110.51827	123.57184	128.45357	135.18307	131.19837
KLMA_10528	183.11525	142.83055	121.52298	339.72842	178.42034	144.36628	172.14591	149.80594	179.13876	274.5058	214.82037	240.13028	458.0546	689.81817	857.48838	290.88518	253.46826	269.57165
KLMA_10529	0	0	0	3.0514528	5.5181548	13.384953	12.138494	9.5806122	3.1799779	9.6505945	5.2140867	8.8121202	6.6110973	6.4468988	3.3397795	11.602258	7.040785	10.249873
KLMA_10530	288.79891	268.06604	284.98751	549.26151	698.96627	736.17243	257.11537	233.41855	321.17777	309.89131	271.13251	283.08936	394.77695	347.21155	405.78321	626.52193	597.05857	568.86794
KLMA_10537	4992.2448	4754.8085	4501.7272	4160.1474	3354.1184	3716.2367	6815.2126	7034.7822	6267.7365	5984.4409	6467.5532	5987.8357	3271.5487	3044.7782	3013.316	2890.6197	2620.5802	2467.1444
KLMA_10539	208.2282	161.46063	96.788211	432.28915	377.07391	454.13235	457.95227	395.41799	457.91682	432.13218	528.70839	547.45297	221.94398	397.86575	414.13266	290.88518	283.03956	322.87099
KLMA_10542	36.62305	51.750201	54.846653	58.994755	79.093551	77.441516	20.96649	24.387013	24.379831	46.108396	29.198886	40.756056	83.110938	89.335598	118.56217	67.956082	53.509966	68.674147
KLMA_10543	42.901287	27.945109	34.413586	43.737491	91.969246	95.60681	83.865959	198.57996	462.15679	297.02385	299.28858	231.31816	167.16632	323.26593	324.79356	122.65244	102.79546	192.69761
KLMA_10544	47.086778	49.680193	53.771228	133.24677	140.71295	95.60681	58.485471	60.967532	94.339345	90.072215	82.38257	69.395447	174.72186	209.9847	254.65819	196.40965	221.08065	233.6971
KLMA_10551	21.97383	12.420048	13.980519	14.240113	13.795387	24.857771	18.759491	31.354731	27.559809	31.09636	35.45579	24.233331	32.111044	44.207306	31.727905	43.094101	35.203925	52.274351
KLMA_10555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLMA_10560	715.71903	671.71761	819.47352	201.39589	210.60957	254.31411	264.83987	224.7089	249.09827	310.9636	240.89081	230.21664	377.77699	417.20645	351.51179	181.49246	174.61147	195.77257
KLMA_10561	1425.1598	1329.9802	1344.2807	1738.311	2147.4819	2032.6008	2670.4687	3040.5379	2776.1207	2616.3834	2970.9866	2806.6603	1577.2189	1375.0314	1299.1742	1494.2051	1606.7071	1384.7578
KLMA_10565	70.106981	55.890217	84.958541	67.131962	113.12217	112.81604	102.62545	127.16085	96.45933	115.80713	115.75273	103.54241	239.88839	205.37978	182.01798	228.73023	295.71297	254.19684
KLMA_10567	29.29844	22.770088	21.508491	334.64266	186.69757	139.58594	12.138494	28.741837	50.879647	130.81917	96.982013	120.06514	175.6663	211.82668	232.11467	313.26096	278.81509	347.47069
KLMA_10570	12.556474	18.630072	20.433067	39.668887	61.619395	49.715541	43.036479	58.354638	86.919396	115.80713	123.05245	95.831807	37.777699	41.444349	60.116031	103.59159	87.305735	104.5487
KLMA_10571	147.53857	141.79555	172.06793	126.12672	97.487401	102.29929	23.173489	33.967625	32.859772	47.180684	39.627059	46.263631	114.27754	129.85896	128.58151	133.42597	136.59123	147.59817
KLMA_10573	512.72269	457.47178	476.41308	1170.7407	1209.3956	1106.1708	261.52937	349.25686	397.49724	414.97556	301.37421	283.08936	506.22117	448.51996	503.47176	1325.9723	1382.8102	1571.3055
KLMA_10578	17.788338	14.490056	15.055944	50.857547	93.808631	104.21142	52.967974	101.03191	134.61907	87.927639	59.440589	55.075751	55.722106	82.888699	73.475149	66.298617	60.550751	110.69863
KLMA_10584	171.60515	152.14559	138.72977	61.029057	184.85818	178.78473	452.43478	500.80473	567.09606	653.02356	752.91412	656.50296	259.72168	268.00679	263.84258	401.10663	388.65133	413.06987
KLMA_10586	82.663455	98.325382	67.751748	160.70985	170.1431	227.54421	48.553976	73.161039	129.3191	142.61434	163.72232	134.38483	215.33288	296.55735	309.76455	285.08405	240.79485	282.89649
KLMA_10593	1025.4454	933.57363	849.58541	2423.8707	1168.9291	1170.2274	154.48992	407.6115	519.39639	478.24057	534.9653	438.40298	1662.2188	2191.0246	2184.2158	1343.3757	1387.0347	1497.5064
KLMA_10596	101.49817	68.310265	59.148351	137.31538	62.539087	39.198792	2.2069989	2.6128942	6.3599558	9.6505945	10.428173	8.8121202	32.111044	44.207306	47.591858	16.574654	9.8570991	20.499745
KLMA_10600	412.2709	936.67864	402.20879	774.05187	541.69886	630.04888	321.11834	357.96651	393.25727	508.26464	451.53991	424.08328	651.66531	692.58113	714.71281	597.51628	609.73199	622.16727
KLMA_10601	15.695593	63.135245	2.1508491	18.308717	34.948313	46.847337	30.897985	44.419202	64.659551	62.19272	64.654675	48.466661	27.388832	50.654205	51.766582	57.182557	63.367065	67.64916
KLMA_10602	63.828744	66.240257	23.65934	249.20198	219.8065	166.35585	51.864474	167.22523	263.93817	246.6263	318.05929	211.49088	98.222017	134.46389	161.14436	183.97866	183.06041	156.82305
KLMA_10605	292.9844	463.6818	194.65185	777.10332	761.50536	534.44207	115.86744	187.25742	431.417	335.62623	295.11731	316.13481	288.9994	354.57943	418.30738	349.7252	384.42686	336.19583
KLMA_10608	185.20799	209.07081	75.27972	630.63359	286.02435	402.50467	708.44665	636.67523	727.15495	655.16814	775.85611	780.97415	273.88832	475.22854	672.13062	488.12357	423.85526	515.5686
KLMA_10613	612.12811	594.09231	482.86563	555.36442	657.58011	658.73092	750.37963	905.80333	1136.3121	605.84288	583.97771	516.61055	662.99862	706.39591	788.18796	532.0464	397.10028	480.71903
KLMA_10627	598.52527	716.22278	599.01148	599.10191	706.32381	721.83141	172.14591	217.74119	378.41737	321.68648	247.14771	257.75452	490.16564	546.14443	585.29636	633.15179	674.50721	676.4916
KLMA_10630	1242.0446	1010.1639	1355.035	679.45683	633.6681	614.75179	214.07889	218.61215	210.93854	179.07214	188.74994	233.52119	987.88683	733.10449	688.82952	869.34061	1025.1383	968.61297
KLMA_10637	3.1391185	15.52506	6.4525474	9.1543585	12.875694	10.516749	7.7244962	5.2257885	7.4199485	8.5783062	12.513808	4.4060601	19.833292	9.2098554	15.029008	12.430991	14.08157	20.499745
KLMA_10639	38.715795	25.875101	33.338162	199.36159	181.17941	132.89347	99.314951	117.58024	124.01914	180.14443	151.20852	143.19695	76.49984	82.888699	95.183716	158.28795	171.79516	167.07293
KLMA_10647	4221.0681	4071.7058	4180.1753	3367.7868	3590.4794	4342.4613	1469.8613	1469.3175	2400.8833	3571.7923	3723.9007	3358.5193	6397.6533	5519.4664	4857.7093	3786.4798	3627.4125	3492.1316
KLMA_10651	97.312675	100.39539	109.69331	68.149113	112.20248	87.002197	94.900953	122.80603	131.43909	142.61434	134.52344	102.4409	108.61088	122.49108	101.02833	130.93977	136.59123	136.32331
KLMA_10652	1068.3467	1057.7741	1114.1399	182.07002	671.3755	1112.8633	708.44665	828.28747	797.11446	899.64987	903.07982	886.7196	2666.1611	2719.6703	2186.7206	2203.6003	2096.7458	2292.8965
KLMA_10657	73.246099	52.785205	37.63986	101.71509	81.852629	93.694674	56.278472	43.548237	63.599558	82.566197	53.183685	79.309082	50.055451	102.2294	133.59118	82.044538	60.550751	79.949007
KLMA_10666	48.133151	36.225141	51.620379	26.445925	12.875694	23.901702	5.5174973	5.2257885	9.5399338	8.5783062	7.2997214	4.4060601	135.05527	56.180118	70.970314	17.403387	39.428396	29.724631
KLMA_10676	210.32094	243.22594	307.57143	154.60694	159.1068	166.35585	371.87932	304.83766	177.01877	129.74688	133.48062	147.60301	249.33281	196.16992	151.12502	174.03387	183.06041	171.17287
KLMA_10684	709.44079	742.09788	710.85564	1344.6735	841.5186	825.08677	344.29183	372.77291	570.27604	494.3249	509.93768	454.92571	467.49902	482.59643	477.58847	483.15117	447.79393	510.44366
KLMA_10696	53.365015	31.050121	43.016983	63.063359	119.56002	106.12356	134.62693	133.25761	140.97902	181.21672	129.30935	157.51665	112.38865	122.49108	137.7659	180.66373	195.73382	182.44773
KLMA_10697	380.87972	306.36119	381.77572	409.91183	347.64375	393.90006	225.11389	212.5154	224.71844	244.48173	237.76235	240.13028	134.11083	129.85896	135.26107	133.42597	108.42809	111.72361
KLMA_10699	115.10101	134.55052	149.48401	88.492132	171.0628	174.96046	80.55546	74.032003	77.379463	102.93967	72.997214	80.410597	103.88867	69.994901	70.135369	107.73525	128.14229	131.19837
KLMA_10716	35.576677	26.910105	30.111888	160.70985	136.11448	65.012631	201.9404	221.22505	240.61833	375.3009	397.31341	312.83027	70.833186	75.520815	75.145039	195.58092	222.48881	199.87252
KLMA_10724	34.530304	18.630072	27.961039	127.14387	115.88125	106.12356	295.73785	255.19267	259.6982	142.61434	144.95161	159.71968	164.33299	116.04418	87.669212	268.5094	306.97823	276.74656
KLMA_10730	292.9844	284.62611	254.87562	509.59262	697.12688	481.85832	130.21294	147.19304	322.23776	331.33708	248.19053	288.59694	314.49934	442.07306	515.99593	314.0897	299.93744	349.52066
KLMA_10737	370.41599	390.19652	357.04096	1415.8741	1095.3537	874.80231	172.14591	195.0961	380.53736	394.60209	297.20294	371.21056	412.72136	477.9915	498.46209	588.40022	654.79301	652.91689
KLMA_10738	2852.4124	2746.9007	2817.6124	1715.9336	1887.2089	2066.0632	2201.4814	1842.0904	1778.6676	2006.2514	1882.2853	1973.9149	1122.9421	1355.6907	1370.1445	1062.4353	930.79178	976.81287
KLMA_10740	24.066575	25.875101	26.885614	34.583132	32.189236	35.37452	240.56288	222.96697	185.49871	136.18061	141.82316	154.2121	52.888779	39.602378	45.921968	138.39836	97.162834	100.44875
KLMA_10746	114.05464	121.09547	111.84416	124.09242	168.30372	157.75124	111.45344	130.64471	268.17814	260.56605	259.66152	209.28785	161.49966	226.56244	295.57049	227.9015	215.44802	199.87252
KLMA_10749	606.89625	540.2721	561.37162	817.78936	917.85307	884.36299	2533.6347	2747.8938	2538.6824	1986.9502	2180.5311	2091.777	1271.2196	1104.2617	1179.7771	1352.4918	1175.8111	1174.6354
KLMA_10750	21.97383	17.595068	9.6788211	45.771793	67.13755	55.45195	73.934463	101.90288	170.65881	119.024	136.60907	106.84696	84.05538	121.57009	124.40679	68.784815	60.550751	75.849058
KLMA_10751	296.12352	307.39619	230.14086	275.64791	336.60744	292.55684	228.42439	229.06373	297.85793	273.43351	216.90601	263.26209	447.66573	450.36193	453.37507	279.28292	326.69243	270.59664
KLMA_10754	30.344813	48.645189	34.413586	109.8523	257.51389	256.22625	76.141462	140.22532	163.23887	225.18054	229.41982	241.23179	146.38858	169.46134	194.54216	194.75219	180.2441	160.923
KLMA_10759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLMA_10770	1355.0528	1530.7709	1424.9376	817.78936	2473.9727	2824.2252	1210.5389	1357.834	1321.8108	1798.2274	1630.9663	1708.4498	2677.4944	3066.8819	2651.7849	3566.0369	3514.7599	3520.8313
KLMA_10773	23.020203	17.595068	37.63986	73.234868	76.334474	51.627677	36.415482	29.612801	58.299595	72.915603	71.954397	59.481811	42.499911	46.970263	41.747244	59.668755	52.101809	56.3743
KLMA_10805	106.73003	152.14559	44.092407	13.222962	26.671081	46.847337	6091.317	6416.3973	6051.498	4554.0083	5843.9484	5663.9903	341.88818	500.09515	511.82121	829.56144	753.364	774.89038
KLMA_10806	105.68366	78.660306	78.505993	169.86421	269.46989	247.62164	36.415482	48.774026	95.399338	159.77095	127.22372	146.5015	167.16632	144.59473	182.01798	215.4705	195.73382	198.84753
KLMA_10814	163.23416	213.21083	107.54246	368.20864	440.53269	369.04229	327.73934	497.32087	616.91572	570.45736	613.1766	598.12266	231.38841	302.08326	302.25004	330.66435	256.28458	281.8715
KLMA_10817	57.550507	52.785205	70.978021	52.891849	115.88125	83.177924	140.14443	158.51558	158.9989	120.09629	138.69471	131.08029	112.38865	125.25403	121.90195	94.475529	77.448636	101.47374
KLMA_10820	214.50643	234.94591	190.35015	345.83132	311.77574	306.89786	236.14888	296.12801	391.13728	308.81902	280.51787	351.38329	203.99957	210.90569	234.61951	229.55896	239.38669	253.17186
KLMA_10822	544.11388	501.97695	552.76823	406.86038	374.31483	364.26194	592.57921	458.99842	440.95694	416.04785	411.91285	424.08328	570.44325	359.18436	351.51179	721.82619	830.81264	689.81643
KLMA_10826	10254.454	11733.841	12168.429	12505.871	18233.823	16772.303	291.32386	202.93479	316.9378	369.93946	257.57588	365.70299	4213.1579	3348.7034	3175.2954	3715.2087	4439.9191	4576.5682
KLMA_10827	7862.4456	7749.0751	10539.161	8544.0679	6590.5162	5610.2076	103.72895	115.83831	97.519323	157.62638	95.939196	164.12574	1314.6639	961.50891	834.10993	681.21829	927.97547	918.3886
KLMA_10828	11390.815	11977.067	13343.868	7994.8064	8279.9912	5756.486	387.32831	377.9987	421.87707	288.44555	196.04966	332.65754	4534.2683	2995.966	2617.5522	1508.2935	2098.1539	2025.3748
KLMA_10829	218846.79	246430.32	234160.79	128984.91	143081.15	133715.68	1605.5917	1566.8656	1633.4487	963.98716	921.85053	1059.6575	59786.042	52929.039	52963.893	15026.581	18724.264	21594.432
KLMA_10833	58.596879	58.995229	65.600899	49.840396	125.07817	124.28885	118.07444	109.74156	108.11925	114.73485	111.58146	111.25302	199.27736	188.80204	216.25072	186.46486	157.71359	253.17186
KLMA_10835	294.03077	235.98092	261.32817	587.91325	401.9056	417.80176	224.01039	219.48312	197.15863	223.03596	221.07728	246.73937	160.55522	237.61427	217.08567	199.72458	149.26464	182.44773
KLMA_10837	6.2782371	28.980113	7.527972	30.514528	29.430159	31.550247	0	9.5806122	4.2399706	5.3614414	7.2997214	17.62424	17.944407	10.130841	24.213401	16.574654	8.4489421	9.2248854
KLMA_10838	61.735998	53.820209	58.072927	110.86945	59.78001	67.880835	47.450477	50.515955	45.579683	50.397549	34.412972	34.146966	66.110973	85.651656	88.504157	50.552695	59.142594	64.574198
KLMA_20001	0	0	0	0	0	0	0	0	1.0599926	0	0	0	0	0	0	0	0	0
KLMA_20002	269.96419	273.24106	280.68581	861.52685	587.68348	525.83745	190.90541	242.99916	269.23813	270.21665	253.40462	236.82573	217.22177	203.53781	232.94962	260.22207	222.48881	251.12188
KLMA_20003	63.828744	64.170249	55.922078	60.011906	135.19479	134.8056	87.176457	93.193228	129.3191	174.78299	116.79554	166.32877	66.110973	67.231945	65.960645	83.702004	59.142594	84.048956
KLMA_20010	144.39945	185.26572	168.84166	233.94472	473.64162	439.79132	441.39978	379.74063	401.73721	378.51776	360.8148	425.1848	424.05467	343.52761	362.36607	517.95794	518.20178	502.24376
KLMA_20013	238.57301	178.02069	202.17982	232.92757	243.7185	210.33498	282.49586	217.74119	217.29849	202.66248	184.57867	211.49088	104.83311	127.09601	141.94063	266.0232	299.93744	282.89649
KLMA_20014	2503.9702	2417.7694	2465.9485	1695.5906	1507.3759	1432.19	1270.1279	1560.7688	1461.7298	1271.7339	1343.1487	1212.768	1817.1073	1774.7391	1684.0838	1687.2998	1556.0135	1527.231
KLMA_20020	54.411388	53.820209	30.111888	194.27583	161.86587	154.88303	97.107952	152.41883	291.49798	258.42148	251.31898	204.88179	112.38865	198.01189	208.73622	208.01191	184.46857	228.57216
KLMA_20027	6222.7793	7494.4641	5481.439	493.31821	212.44896	325.06315	7156.194	6623.6869	7737.9463	4453.2132	3800.0264	3641.6087	3733.3811	3284.2344	3866.6297	12711.931	11604.622	10947.889
KLMA_20043	51.272269	65.205253	51.620379	67.131962	125.07817	137.67381	36.415482	41.806308	109.17924	98.650522	101.15328	109.04999	166.22188	154.72557	207.90127	237.01756	222.48881	220.37226
KLMA_20044	15.695593	14.490056	10.754246	24.411623	43.225546	40.15486	3.3104984	10.451577	27.559809	40.746955	28.156068	25.334846	26.444389	57.101104	57.611196	68.784815	61.958908	65.599185
KLMA_20052	366.2305	395.37154	372.0969	269.545	413.86161	370.95442	422.64029	448.54684	569.21605	650.87899	626.73322	630.06659	232.33285	280.90059	384.07464	488.9523	466.09997	510.44366
KLMA_20055	2.0927457	2.070008	3.2262737	2.0343019	2.7590774	1.9121362	2.2069989	0.87096474	0	3.2168648	1.0428173	6.6090902	1.8888849	2.7629566	4.1747244	3.3149308	2.816314	3.0749618
KLMA_20057	256.36135	288.76612	287.13836	398.72317	471.80223	517.23284	1687.2507	1481.511	1511.5495	1316.77	1236.7814	1162.0984	679.99858	749.68223	859.15827	883.42907	787.15977	830.23969
KLMA_20064	25.112948	23.805092	7.527972	149.52119	124.15848	99.431082	141.24793	146.32208	165.35885	181.21672	178.32177	142.09544	44.388796	67.231945	113.5525	110.22145	77.448636	124.02346
KLMA_20065	62.782371	57.960225	58.072927	311.24819	223.48527	159.66337	174.35291	188.12838	197.15863	320.6142	290.94604	273.17573	73.666513	83.809684	93.513826	180.66373	116.87703	162.97298
KLMA_20070	57.550507	37.260145	54.846653	34.583132	46.904315	65.012631	105.93595	82.741651	59.359588	76.132468	69.868762	72.699992	54.777663	53.417162	59.281086	50.552695	47.877338	55.349313
KLMA_20071	62.782371	93.150362	35.489011	50.857547	78.173859	66.924767	26.483987	49.64499	60.41958	46.108396	32.327338	62.786356	51.944336	46.049277	43.417133	34.806774	29.571297	42.024478
KLMA_20072	234.38752	284.62611	248.42308	299.04238	339.36652	266.743	126.90244	190.74128	153.69893	170.49384	163.72232	160.82119	153.94412	134.46389	135.26107	158.28795	156.30543	153.74809
KLMA_20073	207.18182	275.31107	80.656843	477.04379	378.91329	392.94399	81.65896	151.54787	226.83842	249.84317	200.22093	208.18634	208.72179	205.37978	204.56149	242.81868	230.93775	176.29781
KLMA_20082	227.06291	203.89579	183.8976	495.35251	423.97822	374.77869	147.86893	194.22514	443.07692	449.28879	505.76641	402.05298	288.05495	320.50297	397.43376	360.49873	344.99847	381.29527
KLMA_20089	51.272269	42.435165	11.82967	406.86038	340.28621	298.29325	87.176457	98.419016	130.37909	199.44562	188.74994	197.17119	85.944265	118.80714	202.8916	151.65809	170.387	175.27282
KLMA_20090	286.70616	311.53621	254.87562	88.492132	353.1619	472.29764	983.21801	966.77087	1003.813	675.54162	836.33951	745.72567	622.38759	1021.373	1047.8558	437.57087	453.42656	494.04387
KLMA_20091	2981.1162	3169.1823	3112.2787	1181.9294	2912.666	3232.4662	3980.3225	4461.9524	4643.8278	4556.1529	4587.3535	4545.9525	4518.2128	4887.6703	4182.2389	4688.1409	4185.0426	4861.5146
KLMA_20097	265.7787	152.14559	200.02897	340.74557	394.54806	326.01922	187.59491	176.80584	208.81855	142.61434	165.80796	171.83634	49.111009	60.785046	99.35844	101.10539	88.713892	109.67364
