gene_id	gene_name
KLMA_70059	MOB2
KLMA_70061	ATP10
KLMA_70063	PEX19
KLMA_70064	UBC9
KLMA_70067	STE23
KLMA_70068	RPS29
KLMA_70069	TSR1
KLMA_70070	REH1
KLMA_70071	VAC14
KLMA_70072	SWC7
KLMA_70073	IKI3
KLMA_70074	RAD59
KLMA_70075	USO1
KLMA_70076	SMC6
KLMA_70077	NAM2
KLMA_70078	CTF3
KLMA_70079	CSR1
KLMA_70081	MBP1
KLMA_70082	MPG1
KLMA_70083	FUI1
KLMA_70084	VPS25
KLMA_70086	URA7
KLMA_70087	SOD1
KLMA_70091	ERD2
KLMA_70092	PRE7
KLMA_70093	CPS1
KLMA_70095	COR1
KLMA_70096	PSY4
KLMA_70097	RSM7
KLMA_70099	EDE1
KLMA_70100	NNF1
KLMA_70102	YMR1
KLMA_70103	MOH1
KLMA_70104	CFL1
KLMA_70105	CFL1
KLMA_70106	SEC17
KLMA_70108	FIP1
KLMA_70109	BUD4
KLMA_70110	JSN1
KLMA_70111	GRR1
KLMA_70113	TIF5
KLMA_70115	EMC2
KLMA_70116	TIP41
KLMA_70117	ERV2
KLMA_70120	CSN12
KLMA_70122	VMA13
KLMA_70123	GLN1
KLMA_70124	ARP7
KLMA_70125	EAF6
KLMA_70126	AIM24
KLMA_70127	HARS
KLMA_70129	SRO77
KLMA_70130	PKC1
KLMA_70131	SEA4
KLMA_70132	NTO1
KLMA_70133	RTG3
KLMA_70134	SFT2
KLMA_70136	ECM21
KLMA_70137	APL4
KLMA_70138	YOP1
KLMA_70139	ATH1
KLMA_70140	ATP1
KLMA_70141	CCL1
KLMA_70142	YME1
KLMA_70144	BRN1
KLMA_70145	ywtG
KLMA_70147	GLO3
KLMA_70148	ROX3
KLMA_70149	RPL32
KLMA_70150	MAP2
KLMA_70152	AVT6
KLMA_70153	SHO1
KLMA_70154	TEL1
KLMA_70155	RPL23B
KLMA_70158	PFS2
KLMA_70159	PFK27
KLMA_70160	MED7
KLMA_70161	HRT1
KLMA_70162	PHA2
KLMA_70163	ATP11
KLMA_70165	EMW1
KLMA_70166	ALR1
KLMA_70167	TDA2
KLMA_70168	SEC6
KLMA_70170	RNR1
KLMA_70171	FIS1
KLMA_70172	EFM4
KLMA_70173	YRB2
KLMA_70174	ARC15
KLMA_70175	ARG5,6
KLMA_70176	SNP1
KLMA_70177	MOT2
KLMA_70178	RGI1
KLMA_70179	ICL1
KLMA_70180	VHR1
KLMA_70182	THO1
KLMA_70183	RHR2
KLMA_70184	CEM1
KLMA_70185	DFG10
KLMA_70186	FCY2
KLMA_70187	PCL6
KLMA_70188	PET117
KLMA_70189	MMF1
KLMA_70190	RPL34B
KLMA_70191	NEO1
KLMA_70192	SOL1
KLMA_70193	ABZ1
KLMA_70194	HUB1
KLMA_70195	PPG1
KLMA_70196	SSK2
KLMA_70197	RSA4
KLMA_70198	IMG2
KLMA_70199	ALG12
KLMA_70201	CPR4
KLMA_70202	TOM20
KLMA_70204	SYT1
KLMA_70205	RDS3
KLMA_70206	ASR1
KLMA_70207	TWF1
KLMA_70210	MEC1
KLMA_70211	CKS1
KLMA_70212	HSL7
KLMA_70214	AGP2
KLMA_70215	RVB2
KLMA_70216	VMA11
KLMA_70217	NSL1
KLMA_70218	SSO1
KLMA_70219	FAS2
KLMA_70220	USV1
KLMA_70222	CET1
KLMA_70223	ALG5
KLMA_70224	SPT21
KLMA_70225	NEW1
KLMA_70228	MMT1
KLMA_70229	ECM5
KLMA_70231	TUB4
KLMA_70232	LDB17
KLMA_70234	RPN5
KLMA_70235	NOP14
KLMA_70236	ATG9
KLMA_70237	RPC53
KLMA_70238	SAS10
KLMA_70239	MSH5
KLMA_70240	CLB4
KLMA_70241	MNN5
KLMA_70246	STE7
KLMA_70248	DHH1
KLMA_70249	PNP1
KLMA_70250	SEC13
KLMA_70251	HRD3
KLMA_70254	ENT2
KLMA_70255	NOP10
KLMA_70256	DAD4
KLMA_70257	OSH3
KLMA_70258	PHO84
KLMA_70260	TUB1
KLMA_70261	ALO1
KLMA_70262	PGA3
KLMA_70263	UFO1
KLMA_70264	ORC4
KLMA_70265	TIF3
KLMA_70266	FMP27
KLMA_70268	RHO1
KLMA_70271	MET16
KLMA_70272	NUT2
KLMA_70273	JIP5
KLMA_70279	VPS4
KLMA_70281	ASN1
KLMA_70282	NOC4
KLMA_70283	PPT1
KLMA_70284	RRP15
KLMA_70285	KAR3
KLMA_70286	TAZ1
KLMA_70287	LOA1
KLMA_70289	MEP3
KLMA_70290	RRP9
KLMA_70291	CTF4
KLMA_70293	NUP57
KLMA_70296	IWS1
KLMA_70297	rps12
KLMA_70299	NAT3
KLMA_70300	SCD6
KLMA_70301	ANT1
KLMA_70302	YLH47
KLMA_70304	SPT6
KLMA_70305	CTR1
KLMA_70306	DAM1
KLMA_70307	SHY1
KLMA_70308	MRPS5
KLMA_70310	AFG3
KLMA_70311	BIM1
KLMA_70312	FAA2
KLMA_70313	HEM14
KLMA_70314	PRP22
KLMA_70315	PRE1
KLMA_70316	PRI1
KLMA_70318	MDM38
KLMA_70320	RPR2
KLMA_70322	PRE6
KLMA_70325	SLT2
KLMA_70326	VPS15
KLMA_70327	SMK1
KLMA_70329	RXT2
KLMA_70330	PBY1
KLMA_70331	TIM12
KLMA_70332	NHP6
KLMA_70334	POL30
KLMA_70335	MAK3
KLMA_70337	ATG11
KLMA_70338	TAH18
KLMA_70339	pheS
KLMA_70341	RFC5
KLMA_70342	APL3
KLMA_70344	IST2
KLMA_70346	POL12
KLMA_70347	STU1
KLMA_70349	RIB1
KLMA_70351	HEK2
KLMA_70352	SHE1
KLMA_70354	AAC
KLMA_70358	RPL19B
KLMA_70359	MIS1
KLMA_70361	TEC1
KLMA_70362	MAK21
KLMA_70365	UBC4
KLMA_70366	SPT7
KLMA_70367	YOS9
KLMA_70369	HTD2
KLMA_70370	IPK1
KLMA_70371	DYS1
KLMA_70372	OMS1
KLMA_70373	RRP4
KLMA_70374	TRM5
KLMA_70375	PCL5
KLMA_70376	ARL3
KLMA_70377	PHO8
KLMA_70378	MNN9
KLMA_70380	RAI1
KLMA_70381	PTR2
KLMA_70382	PTR2
KLMA_70383	PTR2
KLMA_70384	UGA4
KLMA_70385	PAN6
KLMA_70386	NDC80
KLMA_70387	SSL2
KLMA_70390	SRP40
KLMA_70392	LPX1
KLMA_70394	PXL1
KLMA_70395	PUS4
KLMA_70396	MID1
KLMA_70397	RFC3
KLMA_70398	PCL1
KLMA_70399	CAF40
KLMA_70400	SEC21
KLMA_70401	NPC2
KLMA_70402	EMI5
KLMA_70403	MRP10
KLMA_70404	FAD1
KLMA_70405	MTF2
KLMA_70406	NBA1
KLMA_70407	AGC1
KLMA_70409	EAF3
KLMA_70410	YCK3
KLMA_70411	DSE1
KLMA_70412	RSP5
KLMA_70413	MPT5
KLMA_70414	NSA2
KLMA_70415	LCP5
KLMA_70416	VFA1
KLMA_70417	NOP9
KLMA_70418	MRP8
KLMA_70419	LTV1
KLMA_70421	RPC25
KLMA_70422	RPT1
KLMA_70424	AVT3
KLMA_70425	MBB1
KLMA_70426	FOX2
KLMA_70427	KTR1
KLMA_70429	ICL2
KLMA_70432	YFH7
KLMA_70435	AIM45
KLMA_70439	SAD1
KLMA_70440	RPN11
KLMA_70442	NIC96
KLMA_70443	PDH1
KLMA_70444	CIT3
KLMA_70445	LOC1
KLMA_70446	HAT1
KLMA_70447	SNF8
KLMA_70448	DEG1
KLMA_70449	SPB4
KLMA_70450	ULA1
KLMA_70451	LSP1
KLMA_70455	ADY2
KLMA_70456	FRE3
KLMA_70457	yxeK
KLMA_70458	ywnB
KLMA_70459	MCH2
KLMA_70462	FCY2
KLMA_80002	TY2B-C
KLMA_80003	TY2B-GR1
KLMA_80005	LAC12
KLMA_80006	UGA4
KLMA_80007	UGA4
KLMA_80010	NUC1
KLMA_80011	PHR1
KLMA_80014	hyuA
KLMA_80015	THI72
KLMA_80016	DIM1
KLMA_80018	plc1
KLMA_80019	HSP31
KLMA_80020	KAR9
KLMA_80021	MDL2
KLMA_80023	POL5
KLMA_80024	HAT2
KLMA_80025	KEL3
KLMA_80026	PCM1
KLMA_80027	SOM1
KLMA_80028	FUM1
KLMA_80029	PRB1
KLMA_80030	UTP23
KLMA_80031	CIN8
KLMA_80032	NPR2
KLMA_80033	LIG4
KLMA_80034	TSR3
KLMA_80036	SGT2
KLMA_80037	ALG6
KLMA_80038	Pir
KLMA_80039	YPT7
KLMA_80040	PHO80
KLMA_80041	RRP6
KLMA_80042	IZH2
KLMA_80043	RIT1
KLMA_80044	AEP2
KLMA_80045	GPI12
KLMA_80046	CAT8
KLMA_80047	NAB6
KLMA_80048	CTSD
KLMA_80049	VAN1
KLMA_80050	SAM4
KLMA_80051	PGM3
KLMA_80052	FPR1
KLMA_80054	HIP1
KLMA_80056	tsc2
KLMA_80057	SUI2
KLMA_80059	GAP3
KLMA_80061	MET3
KLMA_80062	MNN1
KLMA_80063	MNN1
KLMA_80064	MNN1
KLMA_80065	PDX1
KLMA_80066	XKS1
KLMA_80068	mcfL
KLMA_80069	SAG1
KLMA_80071	HOL1
KLMA_80072	SSL1
KLMA_80074	THI73
KLMA_80075	CMS1
KLMA_80077	APL1
KLMA_80078	SSK1
KLMA_80079	NSE1
KLMA_80080	PAM18
KLMA_80081	RLP24
KLMA_80083	AHC1
KLMA_80087	HSP10
KLMA_80088	PRP3
KLMA_80089	TMA17
KLMA_80091	RRP42
KLMA_80092	TRM3
KLMA_80093	ATG20
KLMA_80095	IWR1
KLMA_80096	RPL9B
KLMA_80098	NUP84
KLMA_80099	ARO2
KLMA_80100	CYK3
KLMA_80101	ywtG
KLMA_80102	INO80
KLMA_80103	NUT1
KLMA_80104	PEX14
KLMA_80105	LYS5
KLMA_80107	CDC43
KLMA_80109	YFH1
KLMA_80111	UBP1
KLMA_80112	PUB1
KLMA_80113	CAB2
KLMA_80114	SAM50
KLMA_80115	CRZ1
KLMA_80116	SDS3
KLMA_80117	KTR5
KLMA_80118	HHF1
KLMA_80120	AIM19
KLMA_80121	SIW14
KLMA_80122	AVT7
KLMA_80123	lag1
KLMA_80124	SSN8
KLMA_80125	ICE2
KLMA_80126	UTP25
KLMA_80127	RSM25
KLMA_80128	EFM6
KLMA_80129	FAP1
KLMA_80130	LYS12
KLMA_80132	HDA1
KLMA_80133	PRK1
KLMA_80135	BDP1
KLMA_80138	FYV10
KLMA_80139	IDH1
KLMA_80141	SGA1
KLMA_80142	NCE103
KLMA_80143	XBP1
KLMA_80144	COG6
KLMA_80145	DPH1
KLMA_80146	SHQ1
KLMA_80147	BOP3
KLMA_80148	YIP3
KLMA_80150	SLM1
KLMA_80151	ALG11
KLMA_80152	MOB1
KLMA_80153	PFK26
KLMA_80155	SEC24
KLMA_80157	COG5
KLMA_80158	HPM1
KLMA_80159	COX5A
KLMA_80160	HOS4
KLMA_80161	MSG5
KLMA_80162	VAC7
KLMA_80163	POR1
KLMA_80164	NUP159
KLMA_80165	HIS5
KLMA_80166	OCA2
KLMA_80168	RHO3
KLMA_80169	ARP5
KLMA_80170	NOP2
KLMA_80171	TRM6
KLMA_80172	MTQ1
KLMA_80173	DNAJA1
KLMA_80174	AQR1
KLMA_80175	QDR2
KLMA_80177	SFC1
KLMA_80178	CPA2
KLMA_80179	MCH4
KLMA_80181	ZUO1
KLMA_80182	ERV29
KLMA_80183	GLC8
KLMA_80185	BGL2
KLMA_80186	NIP1
KLMA_80188	YOR1
KLMA_80189	RDS1
KLMA_80190	RDS1
KLMA_80191	mug70
KLMA_80193	PSE1
KLMA_80194	PXR1
KLMA_80195	GAS1
KLMA_80196	GAS1
KLMA_80197	FKS3
KLMA_80198	SCW4
KLMA_80199	CWC22
KLMA_80200	CAB4
KLMA_80201	UBP15
KLMA_80202	YME2
KLMA_80203	MKT1
KLMA_80204	OST3
KLMA_80205	SNN1
KLMA_80206	TCB1
KLMA_80207	TOP2
KLMA_80208	RHO2
KLMA_80209	NST1
KLMA_80210	YVC1
KLMA_80212	VPS21
KLMA_80213	PTC5
KLMA_80214	TMA46
KLMA_80216	APP1
KLMA_80217	ECM3
KLMA_80220	ARF3
KLMA_80221	RKI1
KLMA_80222	RPS7A
KLMA_80225	KTR1
KLMA_80226	CRC1
KLMA_80227	PHO23
KLMA_80228	RAS2
KLMA_80229	OST2
KLMA_80230	OCA1
KLMA_80232	AIM37
KLMA_80233	AVT4
KLMA_80234	POL1
KLMA_80235	VAM3
KLMA_80236	MET4
KLMA_80238	CYC3
KLMA_80239	MSC6
KLMA_80240	CLN3
KLMA_80242	GDS1
KLMA_80243	CIR2
KLMA_80244	CDC24
KLMA_80245	ERV46
KLMA_80246	HRP1
KLMA_80247	TRM11
KLMA_80248	YPT11
KLMA_80250	MPE1
KLMA_80252	TOA2
KLMA_80253	TAP42
KLMA_80254	NUP120
KLMA_80255	FAR8
KLMA_80257	DEF1
KLMA_80258	MDM35
KLMA_80259	ASK1
KLMA_80260	SFK1
KLMA_80261	EIS1
KLMA_80262	HOF1
KLMA_80263	CSE4
KLMA_80264	ARP9
KLMA_80265	PKH1
KLMA_80267	IZH1
KLMA_80268	MZM1
KLMA_80269	TPT1
KLMA_80270	RSM28
KLMA_80271	VPS3
KLMA_80272	PUF6
KLMA_80273	ITR2
KLMA_80274	SEC20
KLMA_80276	ERG24
KLMA_80277	SLI1
KLMA_80278	HCH1
KLMA_80281	rplO
KLMA_80284	VID24
KLMA_80285	PHO88
KLMA_80286	UBA3
KLMA_80287	ISA2
KLMA_80289	AIM3
KLMA_80290	CMD1
KLMA_80292	ALG1
KLMA_80293	HOS1
KLMA_80294	SPE3
KLMA_80295	MED1
KLMA_80296	YSA1
KLMA_80297	CYC8
KLMA_80298	RAD16
KLMA_80299	LYS2
KLMA_80300	NOT5
KLMA_80301	LTP1
KLMA_80302	TKL1
KLMA_80306	ADH3
KLMA_80308	MRL1
KLMA_80309	TEF
KLMA_80310	MUD1
KLMA_80311	CBP6
KLMA_80312	GRS1
KLMA_80313	DIB1
KLMA_80314	MRPL36
KLMA_80315	TFC1
KLMA_80316	PTC4
KLMA_80317	TPS1
KLMA_80318	amdS
KLMA_80321	AIM39
KLMA_80322	COX7
KLMA_80323	PSH1
KLMA_80324	PET111
KLMA_80325	ROY1
KLMA_80326	TY2B-LR1
KLMA_80328	TFB4
KLMA_80330	BRR1
KLMA_80331	YMC1
KLMA_80332	ARO7
KLMA_80333	JID1
KLMA_80334	FCY1
KLMA_80336	AIM10
KLMA_80337	SBH1
KLMA_80338	PIN4
KLMA_80339	ADH6
KLMA_80340	SAS3
KLMA_80341	DOT6
KLMA_80343	PTC2
KLMA_80344	TRP2
KLMA_80345	PTH2
KLMA_80346	SHP1
KLMA_80348	MET6
KLMA_80350	TSC11
KLMA_80351	AIM11
KLMA_80353	CMC2
KLMA_80354	PUP3
KLMA_80355	YEL1
KLMA_80356	RAD51
KLMA_80357	SKT5
KLMA_80358	PRX1b
KLMA_80359	SEF1
KLMA_80360	UBP13
KLMA_80361	PRS4
KLMA_80362	UBC6
KLMA_80363	AST1
KLMA_80364	DPH3
KLMA_80365	RPS8B
KLMA_80366	AAR2
KLMA_80367	SSA3
KLMA_80369	ILS1
KLMA_80372	ATG8
KLMA_80373	NUP170
KLMA_80375	PET112
KLMA_80377	GLE2
KLMA_80378	FLO8
KLMA_80379	ALG3
KLMA_80380	KAP123
KLMA_80381	SWI4
KLMA_80382	LSM4
KLMA_80383	TMN3
KLMA_80384	CDC27
KLMA_80385	BOI1
KLMA_80389	HXT14
KLMA_80390	RTC1
KLMA_80392	TIF45
KLMA_80393	VNX1
KLMA_80395	ARG8
KLMA_80396	KEI1
KLMA_80397	RIO1
KLMA_80398	RTC5
KLMA_80399	ESF1
KLMA_80400	CDC40
KLMA_80401	RPT5
KLMA_80403	RPO31
KLMA_80404	ESC2
KLMA_80405	APE4
KLMA_80407	VPS13
KLMA_80408	SDH2
KLMA_80409	ATG10
KLMA_80410	GOS1
KLMA_80411	FPS1
KLMA_80412	GUT1
KLMA_80413	RPL8B
KLMA_80414	SBP1
KLMA_80415	YBT1
KLMA_80416	MUP3
KLMA_80417	COF1
KLMA_80418	EFM1
KLMA_80419	isp4
KLMA_80427	FCY2
KLMA_90001	VAR1
KLMA_90002	COX2
KLMA_90003	COB
KLMA_90004	COX1
KLMA_90005	aI5
KLMA_90006	aI4
KLMA_90007	COX1
KLMA_90010	ATP6
KLMA_90011	COX3
